0.465049 1.10228e-25 1.65861e-09 0.196253 0.234149 0.10455 0.8309 0.00934412 10
0.469002 8.58963e-16 2.51734e-27 0.205379 0.272735 0.0528842 0.844886 0.00836676 10
0.46102 3.80985e-14 1.05786e-23 0.205929 0.22626 0.106791 0.84291 0.00793887 10
0.466101 3.93845e-14 6.96731e-13 0.190897 0.237774 0.105228 0.83952 0.00838253 10
0.467091 5.98151e-11 1.69721e-33 0.212208 0.237055 0.0836456 0.8414 0.00829002 10
0.464527 1.19878e-14 0.00135957 0.205542 0.247594 0.0809778 0.836462 0.00858882 10
0.466087 1.18527e-16 8.7813e-32 0.198566 0.209131 0.126216 0.858833 0.00762613 10
0.462243 2.89121e-11 1.75218e-14 0.203734 0.228896 0.105126 0.837419 0.00616874 10
0.465422 1.17398e-14 7.23785e-17 0.210631 0.256684 0.0672625 0.833084 0.00674847 10
0.465569 1.38927e-09 0.0136444 0.169236 0.256787 0.094763 0.823662 0.0061642 10
0.459027 0.00119817 7.35814e-05 0.201306 0.264427 0.0739687 0.840233 0.00550992 10
0.458016 3.07103e-16 1.24678e-05 0.217226 0.193853 0.130893 0.879853 0.012534 20
0.462586 3.90429e-16 6.89652e-23 0.228645 0.231654 0.0771143 0.897076 0.0119522 20
0.454366 3.49484e-14 3.0449e-19 0.225374 0.198115 0.122145 0.899455 0.0136977 20
0.460866 2.22624e-13 9.26339e-10 0.210016 0.216741 0.112378 0.893055 0.0130774 20
0.459967 3.22025e-09 3.01037e-26 0.236812 0.193418 0.109803 0.898909 0.0121437 20
0.457426 1.05068e-10 0.00142473 0.231492 0.207145 0.102512 0.89275 0.0121817 20
0.461159 1.99622e-16 1.13343e-24 0.21823 0.177635 0.142976 0.910657 0.0101516 20
0.45679 9.02971e-12 2.47767e-12 0.225046 0.189068 0.129096 0.892973 0.00990342 20
0.4591 3.03789e-13 7.26883e-10 0.2342 0.219972 0.0867281 0.883884 0.00927697 20
0.45929 3.73616e-08 0.00836559 0.204711 0.218685 0.108948 0.880183 0.00848529 20
0.440806 0.0168359 2.46029e-06 0.230396 0.221162 0.0907974 0.897831 0.00906374 20
0.455407 7.91704e-15 0.00179484 0.219502 0.183775 0.139521 0.894574 0.0153705 30
0.460336 1.23797e-16 2.99379e-17 0.2314 0.221008 0.0872549 0.911288 0.0140628 30
0.451985 4.14965e-14 1.45287e-15 0.227465 0.189229 0.131321 0.915627 0.016216 30
0.458832 6.19048e-13 1.78754e-06 0.213747 0.207834 0.119585 0.90772 0.0151831 30
