0.477761 2.63119e-16 9.50479e-12 0.208769 0.104621 0.208849 0.831538 0.00551368 10
0.46584 7.96931e-15 3.69439e-12 0.148095 0.142986 0.243079 0.808636 0.00607132 10
0.471211 4.82369e-27 1.08355e-16 0.177418 0.123112 0.228259 0.84407 0.00948545 10
0.477828 2.21141e-35 5.8372e-21 0.237184 0.100502 0.184486 0.837834 0.00532519 10
0.481193 3.81035e-33 0.000261856 0.255453 0.0970868 0.166005 0.818176 0.00531218 10
0.476864 1.26291e-22 0.00169429 0.212286 0.107722 0.201434 0.824176 0.0039635 10
0.478422 1.05983e-18 2.92763e-20 0.259831 0.0903878 0.17136 0.8334 0.00532064 10
0.482674 1.21167e-09 1.53881e-09 0.291025 0.06461 0.161691 0.817042 0.0047804 10
0.473972 3.29693e-11 6.39434e-17 0.199803 0.109703 0.216522 0.825432 0.0058887 10
0.474707 1.61015e-39 2.02097e-06 0.220982 0.118857 0.185453 0.823832 0.00758709 10
0.477706 3.85222e-49 5.12318e-15 0.20463 0.100508 0.217156 0.847063 0.0057992 10
0.475149 3.50653e-07 1.65047e-08 0.18924 0.120932 0.214678 0.864109 0.0076792 20
0.461913 7.05622e-05 1.01393e-06 0.13031 0.160695 0.24701 0.837282 0.00839318 20
0.467903 5.76353e-16 3.20028e-12 0.16518 0.134333 0.232584 0.875939 0.0114487 20
0.473451 5.07126e-28 2.1942e-15 0.211397 0.120151 0.195 0.868651 0.00736995 20
0.475102 6.30932e-25 0.0319991 0.217095 0.0982589 0.177545 0.848189 0.00712511 20
0.471901 2.11529e-15 0.0301871 0.17801 0.109652 0.21025 0.85436 0.00583671 20
0.475355 1.15224e-07 2.67108e-17 0.236641 0.107381 0.180623 0.86621 0.00709799 20
0.479357 0.000492249 0.00258167 0.274138 0.0762 0.167231 0.848283 0.00664897 20
0.46835 0.0023379 1.66069e-11 0.174421 0.128555 0.226335 0.854238 0.0081303 20
