-inf -inf 0.251068 0.328485 0.0106662 0.130492 -nan
0.337468 0.137902 0.12201 0.369072 -0.128597 0.114116 0.238338
0.472793 0.505437 -inf 0.361235 -0.179398 -0.420891 -nan
0.344939 0.250511 -0.0664702 0.318202 -0.0866001 -0.0702711 0.231582
0.31854 0.247697 -0.0888437 0.128145 -0.160957 0.411398 0.242028
