# Data generated with parameters list1 23
0.433118 0.0688827 0.0478269 0.390021 4.48687e-12 0.0601516 0.96358 0.115062
# Data generated with parameters list2 23
0.47135 3.1554e-26 0.0341868 0.232207 0.145018 0.117238 0.898139 0.159493
# Data generated with parameters list3 23
0.427168 0.00155073 1.24435e-34 0.160604 0.185778 0.224899 1.0557 0.145181
# Data generated with parameters list4 23
0.398495 0.0662725 0.148179 0.258929 7.1159e-54 0.128124 0.875229 0.132871
