# Data generated with parameters list1 23
0.421441 0.0803098 0.0565413 0.371148 4.5657e-06 0.0705558 0.986536 0.12712
# Data generated with parameters list2 23
0.469075 3.14918e-06 0.0594995 0.19696 0.142253 0.132209 0.917109 0.170847
# Data generated with parameters list3 23
0.405897 0.0256634 4.84695e-32 0.165236 0.181084 0.22212 1.07998 0.157676
# Data generated with parameters list4 23
0.377061 0.0917759 0.149901 0.250611 1.58193e-51 0.130652 0.90694 0.146591
