0.5303 8.19558e-45 1.58969e-84 0.4697 3.47395e-67 5.32844e-38 0.387858 0.280756

0.529809 1.00195e-46 6.57477e-82 0.470191 6.51777e-69 7.76953e-49 0.385083 0.272807

0.527524 1.59787e-45 3.2746e-82 0.472476 2.64979e-68 4.53501e-47 0.384972 0.273683

0.527044 2.14953e-45 2.6433e-83 0.472956 1.32317e-69 1.62261e-46 0.391173 0.278826

0.526999 1.58038e-45 8.06204e-84 0.473001 4.72984e-70 2.54442e-46 0.39423 0.281381

0.527149 8.31545e-46 3.03851e-84 0.472851 3.31859e-70 1.55096e-46 0.396353 0.283063

