0.421922 0.0283514 0.101653 0.0959977 0.14974 0.202336 1.03248 10
0.411294 0.0560765 0.00387773 0.167404 0.176811 0.184537 1.01582 10
0.387526 0.0970631 4.32258e-05 0.173943 0.156368 0.185057 1.03065 10
0.408039 0.0598744 0.0309872 0.150241 0.158799 0.192059 1.031 10
0.40033 0.0707837 0.000359785 0.178819 0.15154 0.198168 1.0243 10
0.405731 0.0583693 0.0656655 0.133864 0.150201 0.186169 1.02993 10
0.408066 0.0564573 0.0308451 0.145542 0.160189 0.198901 1.0079 10
0.397443 0.0774691 0.0175484 0.15676 0.156583 0.194197 1.01143 10
0.446593 0.00483673 0.0330425 0.154858 0.176415 0.184254 1.01703 10
0.402874 0.0712585 0.00363894 0.186763 0.153682 0.181784 1.02201 10
0.390444 0.0931064 0.00168815 0.181055 0.143358 0.190348 1.01655 10
0.401399 0.0553273 0.0789464 0.125744 0.152618 0.185966 1.07176 14
0.396266 0.071426 0.00311792 0.180038 0.169736 0.179416 1.05637 14
0.372102 0.111958 1.44502e-05 0.183905 0.156283 0.175738 1.07558 14
0.394814 0.0745862 0.0268685 0.164366 0.158095 0.181269 1.0711 14
0.385095 0.0863844 3.26473e-05 0.189425 0.148022 0.191041 1.06662 14
0.392623 0.0730474 0.0581099 0.150274 0.1482 0.177746 1.07219 14
0.390735 0.075538 0.0205322 0.167584 0.156039 0.189572 1.05184 14
0.38328 0.0914522 0.0145832 0.16934 0.156095 0.185249 1.0537 14
0.429571 0.021612 0.031 0.169326 0.171242 0.177249 1.05693 14
0.390382 0.0802364 0.00527709 0.198248 0.149755 0.176101 1.06103 14
0.375736 0.109117 0.000127147 0.18994 0.141675 0.183405 1.06136 14
0.393357 0.0637521 0.0847315 0.126274 0.147413 0.184472 1.08616 18
0.388348 0.080017 0.00708577 0.18007 0.167254 0.177225 1.06979 18
0.364136 0.11998 0.000426525 0.188022 0.153729 0.173706 1.09108 18
0.386558 0.0823358 0.0322231 0.164517 0.154447 0.179919 1.08667 18
0.377153 0.0952077 0.00111367 0.190484 0.148245 0.187797 1.08025 18
0.385998 0.0785731 0.0675524 0.147111 0.143917 0.176849 1.08721 18
0.381864 0.0844114 0.0235937 0.170124 0.152549 0.187459 1.06646 18
0.374541 0.101199 0.0196571 0.167508 0.152344 0.184751 1.06796 18
0.42245 0.0270219 0.0409799 0.166195 0.165855 0.177499 1.06946 18
0.381807 0.088761 0.0115186 0.196324 0.147352 0.174238 1.07782 18
0.367593 0.118011 0.00353008 0.189627 0.139092 0.182148 1.07261 18
0.38885 0.0685994 0.0889371 0.122044 0.147047 0.184523 1.09815 22
0.382891 0.0859911 0.0109038 0.175202 0.166441 0.178571 1.08147 22
0.359681 0.125419 0.00150685 0.184319 0.154304 0.174771 1.10249 22
0.380842 0.0887258 0.0362779 0.160477 0.153476 0.180201 1.09853 22
0.372967 0.0996886 0.00422177 0.187262 0.146533 0.189328 1.09226 22
0.379992 0.0859513 0.0721938 0.141378 0.142454 0.178031 1.10026 22
0.376941 0.0900718 0.0275465 0.164769 0.152956 0.187716 1.07832 22
0.370427 0.105198 0.0253082 0.162226 0.150844 0.185996 1.07916 22
0.416843 0.0329969 0.0476674 0.159343 0.16422 0.178929 1.07994 22
0.377309 0.0930911 0.0177399 0.189877 0.146594 0.175389 1.08934 22
0.363077 0.122682 0.00744709 0.185912 0.138793 0.182087 1.0853 22
0.38321 0.075661 0.0904275 0.120246 0.146632 0.183823 1.10792 26
0.377885 0.0918181 0.0130304 0.17295 0.165075 0.179241 1.09071 26
0.355056 0.130987 0.00209723 0.183623 0.154398 0.173839 1.11331 26
0.376325 0.0934304 0.0406941 0.156771 0.152991 0.179789 1.10769 26
0.367912 0.105411 0.00628726 0.184931 0.146393 0.189066 1.10095 26
0.37556 0.0908751 0.0753717 0.138254 0.141842 0.178097 1.11032 26
0.371896 0.0963668 0.0290921 0.163086 0.152399 0.187161 1.08857 26
0.365731 0.110929 0.0273341 0.159433 0.150436 0.186137 1.08906 26
0.410585 0.0407935 0.0491583 0.156575 0.163778 0.179111 1.08827 26
0.372177 0.099377 0.0196287 0.187046 0.146499 0.175273 1.09901 26
0.358583 0.127513 0.0111883 0.182918 0.138474 0.181325 1.0942 26
0.379112 0.0808153 0.0884909 0.123035 0.145774 0.182773 1.11612 30
0.374763 0.0951204 0.0133527 0.173441 0.164718 0.178605 1.09842 30
0.351957 0.134197 0.00255945 0.183332 0.15407 0.173885 1.12114 30
0.37278 0.0974828 0.0412277 0.157484 0.151698 0.179327 1.11601 30
0.364445 0.10938 0.00658431 0.184904 0.145664 0.189023 1.10933 30
0.372193 0.0946184 0.0761296 0.13851 0.1408 0.177749 1.11832 30
0.368241 0.100166 0.0295289 0.163527 0.151415 0.187121 1.0969 30
0.362779 0.113667 0.0283601 0.159021 0.149988 0.186186 1.09686 30
0.406707 0.0450071 0.0497147 0.156958 0.162711 0.178902 1.0962 30
0.369281 0.101847 0.0217513 0.185933 0.145409 0.175779 1.10743 30
0.35633 0.129775 0.0122031 0.182366 0.137813 0.181513 1.10316 30
