0.511496 1.49464e-63 2.85025e-31 1.48063e-29 1.85403e-51 0.488504 0.28859 0.201307

0.516035 9.5767e-66 5.83286e-30 2.58233e-35 2.50391e-28 0.483965 0.274317 0.19472

0.513621 7.39039e-67 1.32869e-30 2.86816e-33 4.81751e-46 0.486379 0.279084 0.192124

0.514541 7.86391e-69 4.02545e-30 4.80877e-37 9.21238e-47 0.485459 0.288992 0.198876

0.514695 1.62745e-70 7.71045e-31 1.98986e-37 7.70711e-50 0.485305 0.295829 0.203291

0.515019 6.22963e-71 2.32243e-30 1.66717e-37 6.74216e-49 0.484981 0.299049 0.206619

