0.481271 0.000177028 5.62645e-32 7.14339e-34 6.79606e-21 0.518552 0.12716 0.0803098

0.484111 0.00321983 8.88096e-31 9.51139e-34 3.11806e-20 0.512669 0.122744 0.0785336

0.471353 0.0164772 6.96622e-32 7.46906e-35 1.2264e-21 0.51217 0.12691 0.0809912

0.465892 0.0238159 2.90975e-32 3.74886e-35 3.11017e-19 0.510293 0.128944 0.0838725

0.457905 0.0329334 1.45359e-32 9.93183e-36 1.60212e-18 0.509162 0.130528 0.0854107

0.454531 0.0380978 1.00375e-32 7.05068e-36 2.41707e-18 0.507371 0.131556 0.0864943

