0.469595 3.40243e-60 7.81589e-64 0.124536 0.108313 0.297555 0.865473 0.174539 10
0.459705 9.70491e-57 1.09117e-59 0.165471 0.124597 0.250227 0.911212 0.201237 20
0.458009 1.00772e-52 4.65383e-42 0.168864 0.128744 0.244384 0.925459 0.209427 30
0.457143 1.06254e-48 2.24693e-36 0.172125 0.13069 0.240043 0.931239 0.213424 40
0.456734 5.33798e-49 4.13588e-38 0.173422 0.13166 0.238184 0.934492 0.215292 50
0.456441 1.68827e-47 8.90378e-37 0.174323 0.132016 0.23722 0.936374 0.21632 60
0.456306 1.44377e-47 9.60148e-36 0.174886 0.132466 0.236342 0.93773 0.217056 70
0.456247 2.39642e-46 1.28241e-34 0.175217 0.132558 0.235978 0.938539 0.217562 80
0.456131 1.01732e-46 9.88748e-35 0.175459 0.132782 0.235628 0.938933 0.217868 90
0.455917 7.17992e-46 6.02597e-34 0.175672 0.13298 0.235431 0.939804 0.2183 100
0.45595 5.1876e-45 2.11511e-33 0.176117 0.132983 0.23495 0.93997 0.218507 110
0.456025 2.44557e-44 9.38987e-34 0.175848 0.133035 0.235092 0.939953 0.218443 120
0.455995 5.18599e-46 9.97989e-34 0.1759 0.133102 0.235003 0.940143 0.218595 130
0.455968 2.24893e-45 9.92522e-34 0.175978 0.133119 0.234934 0.94031 0.218638 140
0.455958 7.39698e-45 2.65344e-33 0.176044 0.133138 0.23486 0.940432 0.218731 150
0.455935 2.62005e-44 2.04962e-33 0.176085 0.133182 0.234798 0.940524 0.218812 160

