0.540366 4.36789e-67 7.44087e-117 0.459634 8.27986e-81 9.08241e-119 0.445477 0.289484

0.53528 1.17374e-55 1.14221e-115 0.46472 4.87263e-81 9.99216e-120 0.433101 0.280404

0.536017 2.06992e-56 2.35165e-115 0.463983 1.98352e-81 4.64631e-121 0.439807 0.285592

0.536287 4.49301e-56 2.00647e-114 0.463713 3.89443e-80 1.00405e-120 0.440378 0.287162

0.535997 1.5313e-56 1.59075e-115 0.464003 1.0948e-81 2.15386e-122 0.445251 0.289928

0.535754 9.90481e-57 3.15066e-115 0.464246 1.12292e-81 2.06828e-122 0.446554 0.291021

